company,vessel,captain,observers,dep_date,arr_date,das,trip,drag,drag_all,location,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,groups,group_2,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,entered_by,cpue
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,1,7,Zone 4,23/03/2019,Day,7:35:00 am,11:30:00 am,3:55,3.92,10,Deep,Yes,No,Myliobatiformes,Urotrygonidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Urotrygon microphthalmum,JUM,Smalleyed round stingray,0.44,5.23,T browne,1.334183673
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,1,7,Zone 4,23/03/2019,Day,7:35:00 am,11:30:00 am,3:55,3.92,10,Deep,Yes,Yes,Perciformes,Scombridae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Scomberomorus brasiliensis,BRS,Spanish mackerel,0.56,0.56,T browne,0.142857143
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,1,7,Zone 4,23/03/2019,Day,7:35:00 am,11:30:00 am,3:55,3.92,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.15,0.15,T browne,0.038265306
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Haemulidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Genyatremus luteus,GEU,Annafolk,0.78,13.1,C danjou,3.275
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,3.4,56.81,C danjou,14.2025
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,2.57,42.94,C danjou,10.735
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Polymixiiformes,Polymixiidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Polymixia lowei,NA,Beard fish,0.95,15.91,C danjou,3.9775
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Torpediniformes,Narcinidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Narcine brasiliensis,TNA,Brazilian electric stingray,0.15,2.51,C danjou,0.6275
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,0.82,13.7,C danjou,3.425
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.43,7.15,C danjou,1.7875
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.93,15.57,C danjou,3.8925
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,0.56,9.42,C danjou,2.355
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,6.14,102.59,C danjou,25.6475
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,21.59,360.74,C danjou,90.185
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Arius proops,AXP,Cuirass,5.87,98.03,C danjou,24.5075
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded bycatch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.14,2.31,C danjou,0.5775
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,6.33,C danjou,1.5825
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Serranidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Epinephelus flavolimbatus,EEL,Jew fish,0.45,7.45,C danjou,1.8625
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.46,0.46,C danjou,0.115
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.19,3.14,C danjou,0.785
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.8,13.37,C danjou,3.3425
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,0.5,C danjou,0.125
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.15,2.51,C danjou,0.6275
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.68,11.33,C danjou,2.8325
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,240,C danjou,60
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,1.5,25.06,C danjou,6.265
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded bycatch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.43,7.22,C danjou,1.805
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded bycatch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.64,10.69,C danjou,2.6725
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Silver snapper,0.53,8.86,C danjou,2.215
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.46,7.72,C danjou,1.93
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Carcharhiniformes,Triakidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Mustelus higmani,CTJ,Smalleye smoothhound,0.11,1.9,C danjou,0.475
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Urotrygonidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Urotrygon microphthalmum,JUM,Smalleyed round stingray,0.63,10.46,C danjou,2.615
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,Day,9:15:00 am,1:15:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded bycatch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.03,0.43,C danjou,0.1075
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.16,0.79,T browne,0.1975
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,2.38,11.4,T browne,2.85
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Torpediniformes,Narcinidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Narcine brasiliensis,TNA,Brazilian electric stingray,0.07,0.32,T browne,0.08
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.14,0.68,T browne,0.17
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,1.79,8.56,T browne,2.14
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,1.56,7.45,T browne,1.8625
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,1.64,7.85,T browne,1.9625
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,0.3,1.46,T browne,0.365
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Arius proops,AXP,Cuirass,0.6,2.89,T browne,0.7225
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded bycatch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.03,0.16,T browne,0.04
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,6.33,T browne,1.5825
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.66,0.66,T browne,0.165
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.17,0.8,T browne,0.2
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,0.45,T browne,0.1125
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.18,0.84,T browne,0.21
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,246,T browne,61.5
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.12,0.59,T browne,0.1475
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded bycatch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,40,191.53,T browne,47.8825
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded bycatch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.4,1.92,T browne,0.48
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.28,1.35,T browne,0.3375
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Carcharhiniformes,Triakidae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Mustelus higmani,CTJ,Smalleye smoothhound,0.1,0.48,T browne,0.12
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.19,0.19,T browne,0.0475
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,Night,6:15:00 pm,10:15:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded bycatch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,2.87,13.72,T browne,3.43
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Chloroscombrus chrysurus,BUA,Atlantic bumper,0.64,11.02,C danjou,2.77581864
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.64,10.99,C danjou,2.768261965
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,3.04,52.11,C danjou,13.12594458
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded bycatch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,1.32,22.66,C danjou,5.707808564
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded bycatch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.09,0.09,C danjou,0.022670025
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,1.37,23.48,C danjou,5.914357683
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,1.89,32.51,C danjou,8.188916877
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,6.33,C danjou,1.594458438
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Decapoda,Aethridae,Malacostraca,Discarded bycatch,Bycatch species,Shell fish,Hepatus pudibundus,HUY,Flecked box crab,0.01,0.01,C danjou,0.002518892
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Decapoda,Diogenidae,Malacostraca,Discarded bycatch,Bycatch species,Shell fish,Petrochirus diogenes,NA,Giant hermit,0.11,1.85,C danjou,0.465994962
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Haemulidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Conodon nobilis,BRG,Grunt,0.02,0.27,C danjou,0.068010076
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.03,0.51,C danjou,0.128463476
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Retained bycatch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,0.85,C danjou,0.214105793
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,1.24,21.32,C danjou,5.370277078
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.13,2.23,C danjou,0.561712846
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,244,C danjou,61.46095718
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.15,2.51,C danjou,0.632241814
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,7.87,135.15,C danjou,34.04282116
PSI,Maria GU,Martin,T Browne and C Danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded bycatch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,3.67,63.03,C danjou,15.87657431
