DATE,Length_CM,Frequency
15.1.2015,77,3
15.1.2015,78,1
15.1.2015,82,1
15.1.2015,73,2
15.1.2015,84,1
15.1.2015,71,3
15.1.2015,81,2
15.1.2015,80,5
15.1.2015,70,1
15.1.2015,73,5
15.1.2015,75,10
15.1.2015,79,6
15.1.2015,74,6
15.1.2015,73,6
15.1.2015,80,11
15.1.2015,89,7
15.1.2015,94,8
15.1.2015,77,9
15.1.2015,68,7
15.1.2015,86,8
15.1.2015,72,7
15.1.2015,65,6
15.1.2015,83,6
15.1.2015,78,6
15.1.2015,67,4
15.1.2015,74,5
15.1.2015,75,5
15.1.2015,77,3
15.1.2015,84,6
15.1.2015,88,2
15.1.2015,89,2
15.1.2015,76,1
15.1.2015,85,3
15.1.2015,80,3
15.1.2015,79,1
15.1.2015,82,2
15.1.2015,75,4
15.1.2015,68,2
15.1.2015,58,1
15.1.2015,59,2
15.1.2015,57,6
15.1.2015,70,1
15.1.2015,65,2
15.1.2015,73,1
15.1.2015,53,2
15.1.2015,70,1
15.1.2015,61,1
15.1.2015,62,2
15.1.2015,67,2
15.1.2015,66,1
15.1.2015,64,1
15.1.2015,63,2
15.1.2015,56,3
15.1.2015,60,1
15.1.2015,62,1
15.1.2015,74,1
15.1.2015,58,2
15.1.2015,63,1
15.1.2015,25,1
15.1.2015,77,1
15.1.2015,40,1
15.1.2015,65,1
15.1.2015,67,1
15.1.2015,68,1
15.1.2015,82,1
15.1.2015,66,1
15.1.2015,68,1
15.1.2015,53,1
15.1.2015,69,1
15.1.2015,61,1
15.1.2015,47,1
15.1.2015,44,1
15.1.2015,52,1
15.1.2015,79,1
15.1.2015,82,1
15.1.2015,60,1
15.2.2015,80,1
15.2.2015,82,1
15.2.2015,72,2
15.2.2015,63,1
15.2.2015,77,1
15.2.2015,47,2
15.2.2015,8,1
15.2.2015,76,5
15.2.2015,81,2
15.2.2015,78,3
15.2.2015,77,2
15.2.2015,79,1
15.2.2015,80,4
15.2.2015,85,2
15.2.2015,48,1
15.2.2015,49,3
15.2.2015,74,8
15.2.2015,84,8
15.2.2015,90,10
15.2.2015,86,9
15.2.2015,100,5
15.2.2015,87,2
15.2.2015,90,1
15.2.2015,92,3
15.2.2015,80,3
15.2.2015,89,1
15.2.2015,90,1
15.3.2015,69,1
15.3.2015,69,5
15.3.2015,70,4
15.3.2015,68,5
15.3.2015,73,3
15.3.2015,80,5
15.3.2015,76,4
15.3.2015,78,4
15.3.2015,78,10
15.3.2015,81,12
15.3.2015,80,7
15.3.2015,77,9
15.3.2015,86,13
15.3.2015,84,3
15.3.2015,83,7
15.3.2015,76,5
15.4.2015,60,1
15.4.2015,70,1
15.4.2015,82,1
15.4.2015,55,1
15.4.2015,48,3
15.4.2015,52,6
15.4.2015,46,2
15.4.2015,47,2
15.4.2015,44,1
15.4.2015,49,1
15.4.2015,54,1
15.4.2015,40,1
15.4.2015,48,1
15.4.2015,42,1
15.4.2015,41,1
15.4.2015,43,1
15.4.2015,63,6
15.4.2015,60,8
15.4.2015,58,6
15.5.2015,60,3
15.5.2015,50,4
15.5.2015,47,3
15.6.2015,61,1
15.6.2015,73,6
15.6.2015,74,3
15.6.2015,75,2
15.6.2015,76,4
15.6.2015,77,2
15.6.2015,78,1
15.6.2015,79,1
15.6.2015,80,3
15.6.2015,70,3
15.6.2015,71,7
15.6.2015,72,9
15.6.2015,73,5
15.6.2015,74,3
15.6.2015,75,10
15.6.2015,76,1
15.6.2015,77,1
15.6.2015,78,2
15.6.2015,79,5
15.6.2015,70,16
15.6.2015,71,9
15.6.2015,72,6
15.6.2015,73,8
15.6.2015,74,3
15.6.2015,75,2
15.6.2015,76,12
15.6.2015,77,8
15.6.2015,78,6
15.6.2015,74,4
15.6.2015,75,2
15.6.2015,76,3
15.6.2015,77,3
15.6.2015,78,7
15.6.2015,79,3
15.6.2015,75,2
15.6.2015,76,3
15.6.2015,77,1
15.6.2015,78,3
15.6.2015,79,4
15.6.2015,80,1
15.6.2015,81,1
15.6.2015,82,3
15.6.2015,83,1
15.6.2015,84,7
15.6.2015,85,3
15.6.2015,60,2
15.6.2015,63,3
15.6.2015,58,1
15.7.2015,59,8
15.7.2015,63,10
15.7.2015,80,15
15.7.2015,85,11
15.7.2015,90,8
15.7.2015,93,9
15.7.2015,95,9
15.7.2015,67,6
15.7.2015,68,2
15.7.2015,69,3
15.7.2015,70,2
15.7.2015,71,2
15.7.2015,72,2
15.7.2015,73,8
15.7.2015,74,3
15.7.2015,75,1
15.7.2015,76,1
15.7.2015,79,1
15.7.2015,70,3
15.7.2015,72,6
15.7.2015,73,3
15.7.2015,75,2
15.7.2015,79,4
15.7.2015,63,2
15.7.2015,59,3
15.7.2015,68,1
15.8.2015,79,2
15.8.2015,86,1
15.8.2015,70,1
15.8.2015,78,2
15.8.2015,64,1
15.8.2015,88,1
15.8.2015,94,1
15.8.2015,49,1
15.8.2015,69,1
15.8.2015,70,4
15.8.2015,65,6
15.10.2015,61,1
15.10.2015,26,1
15.10.2015,33,1
15.11.2015,60,4
15.11.2015,68,5
15.11.2015,75,5
15.11.2015,85,4
15.11.2015,57,12
15.11.2015,62,11
15.11.2015,65,9
15.1.2014,72,1
15.1.2014,27,4
15.1.2014,29,3
15.1.2014,30,5
15.1.2014,20,2
15.1.2014,26,2
15.1.2014,24,2
15.1.2014,20,5
15.1.2014,25,6
15.1.2014,23,3
15.1.2014,27,1
15.1.2014,27,2
15.1.2014,30,1
15.1.2014,29,2
15.1.2014,28,2
15.1.2014,26,1
15.1.2014,24,1
15.1.2014,25,1
15.1.2014,24,1
15.1.2014,35,1
15.1.2014,20,1
15.1.2014,32,1
15.1.2014,18,1
15.1.2014,16,1
15.1.2014,17,1
15.1.2014,20,1
15.1.2014,16,1
15.1.2014,21,1
15.1.2014,22,1
15.1.2014,23,1
15.1.2014,60,5
15.1.2014,63,4
15.1.2014,59,1
15.1.2014,64,4
15.1.2014,50,2
15.1.2014,61,6
15.1.2014,67,1
15.1.2014,26,12
15.1.2014,24,10
15.1.2014,20,3
15.1.2014,16,10
15.1.2014,72,1
15.1.2014,70,3
15.1.2014,69,3
15.1.2014,71,2
15.1.2014,73,5
15.2.2014,62,13
15.2.2014,60,15
15.2.2014,59,12
15.2.2014,61,13
15.2.2014,58,13
15.2.2014,56,14
15.2.2014,54,13
15.2.2014,55,12
15.2.2014,57,15
15.2.2014,80,6
15.2.2014,70,7
15.2.2014,75,4
15.2.2014,85,5
15.2.2014,73,8
15.2.2014,43,8
15.2.2014,56,2
15.2.2014,45,6
15.2.2014,51,1
15.2.2014,78,1
15.2.2014,77,1
15.2.2014,57,1
15.2.2014,73,1
15.2.2014,77,1
15.2.2014,38,1
15.2.2014,53,8
15.2.2014,55,3
15.2.2014,50,5
15.2.2014,59,1
15.2.2014,47,7
15.2.2014,62,1
15.2.2014,52,2
15.2.2014,42,2
15.2.2014,58,2
15.2.2014,68,1
15.2.2014,48,5
15.2.2014,41,1
15.2.2014,61,1
15.2.2014,56,1
15.2.2014,88,1
15.2.2014,53,1
15.2.2014,37,1
15.2.2014,46,1
15.2.2014,54,3
15.2.2014,82,1
15.2.2014,84,2
15.2.2014,89,1
15.2.2014,88,1
15.2.2014,86,2
15.2.2014,83,1
15.2.2014,80,1
15.2.2014,70,1
15.2.2014,66,3
15.2.2014,65,1
15.2.2014,69,5
15.2.2014,71,1
15.2.2014,64,3
15.2.2014,71,5
15.2.2014,62,2
15.2.2014,60,5
15.2.2014,69,1
15.2.2014,78,1
15.2.2014,65,3
15.2.2014,39,10
15.2.2014,32,10
15.2.2014,33,10
15.2.2014,34,10
15.2.2014,30,10
15.2.2014,31,5
15.2.2014,33,15
15.2.2014,32,17
15.2.2014,36,8
15.2.2014,39,6
15.2.2014,33,10
15.2.2014,32,5
15.2.2014,34,5
15.2.2014,71,3
15.2.2014,77,6
15.2.2014,105,2
15.2.2014,95,2
15.2.2014,66,1
15.2.2014,111,7
15.2.2014,75,1
15.2.2014,111,6
15.2.2014,91,1
15.2.2014,74,2
15.2.2014,77,7
15.2.2014,81,1
15.2.2014,99,1
15.2.2014,104,3
15.2.2014,89,4
15.2.2014,86,7
15.2.2014,101,6
15.2.2014,97,1
15.2.2014,91,1
15.2.2014,89,10
15.2.2014,90,4
15.2.2014,105,5
15.2.2014,95,1
15.2.2014,76,3
15.2.2014,112,6
15.2.2014,69,3
15.2.2014,79,4
15.2.2014,65,2
15.2.2014,6,8
15.2.2014,74,9
15.2.2014,77,4
15.2.2014,70,5
15.2.2014,75,4
15.2.2014,111,6
15.2.2014,79,8
15.2.2014,87,3
15.2.2014,94,2
15.2.2014,74,3
15.2.2014,78,6
15.2.2014,109,1
15.2.2014,60,1
15.2.2014,77,8
15.2.2014,70,5
15.2.2014,77,1
15.2.2014,64,6
15.2.2014,66,3
15.2.2014,105,4
15.2.2014,112,1
15.2.2014,69,1
15.2.2014,101,3
15.2.2014,74,6
15.2.2014,70,1
15.2.2014,72,1
15.2.2014,74,1
15.2.2014,92,1
15.2.2014,70,1
15.2.2014,71,3
15.2.2014,65,1
15.2.2014,64,7
15.2.2014,67,1
15.2.2014,63,1
15.2.2014,72,2
15.2.2014,62,3
15.2.2014,77,1
15.2.2014,105,4
15.2.2014,66,2
15.2.2014,79,6
15.2.2014,78,1
15.2.2014,94,1
15.2.2014,109,2
15.2.2014,111,3
15.2.2014,66,3
15.2.2014,89,1
15.2.2014,71,7
15.2.2014,91,4
15.2.2014,77,1
15.2.2014,78,4
15.2.2014,72,5
15.2.2014,77,5
15.2.2014,79,5
15.2.2014,69,1
15.3.2014,70,6
15.3.2014,72,4
15.3.2014,73,7
15.3.2014,75,8
15.3.2014,80,8
15.3.2014,81,6
15.3.2014,82,4
15.3.2014,83,6
15.3.2014,84,3
15.3.2014,63,4
15.3.2014,60,3
15.3.2014,73,6
15.3.2014,74,7
15.3.2014,85,3
15.3.2014,74,6
15.3.2014,63,7
15.3.2014,69,5
15.3.2014,65,10
15.3.2014,69,6
15.3.2014,65,3
15.3.2014,67,4
15.3.2014,88,1
15.3.2014,73,1
15.3.2014,74,4
15.3.2014,87,5
15.3.2014,98,1
15.3.2014,99,1
15.3.2014,103,1
15.3.2014,89,3
15.3.2014,78,3
15.3.2014,82,6
15.3.2014,79,3
15.3.2014,102,5
15.3.2014,111,1
15.3.2014,92,1
15.3.2014,87,1
15.3.2014,97,2
15.3.2014,89,8
15.3.2014,72,1
15.3.2014,74,1
15.3.2014,87,6
15.3.2014,99,1
15.3.2014,98,2
15.3.2014,101,2
15.3.2014,88,5
15.3.2014,79,1
15.4.2014,42,7
15.4.2014,45,3
15.4.2014,47,4
15.4.2014,48,3
15.4.2014,49,8
15.4.2014,50,3
15.4.2014,57,3
15.4.2014,58,6
15.4.2014,62,4
15.4.2014,65,10
15.4.2014,66,7
15.5.2014,48,9
15.5.2014,53,8
15.5.2014,51,4
15.5.2014,50,5
15.5.2014,45,4
15.5.2014,39,12
15.5.2014,65,5
15.5.2014,64,4
15.5.2014,63,8
15.5.2014,69,11
15.5.2014,60,7
15.5.2014,53,4
15.5.2014,54,4
15.5.2014,49,11
15.5.2014,90,4
15.5.2014,95,4
15.5.2014,79,6
15.5.2014,85,7
15.5.2014,87,8
15.5.2014,76,4
15.5.2014,66,7
15.5.2014,64,4
15.5.2014,64,4
15.5.2014,86,4
15.5.2014,87,6
15.5.2014,89,7
15.5.2014,86,4
15.5.2014,85,3
15.5.2014,77,4
15.5.2014,78,1
15.5.2014,77,5
15.5.2014,91,1
15.5.2014,87,7
15.5.2014,72,1
15.5.2014,65,1
15.5.2014,92,2
15.5.2014,63,8
15.5.2014,99,3
15.5.2014,75,2
15.5.2014,65,1
15.5.2014,61,1
15.5.2014,54,2
15.5.2014,60,2
15.5.2014,77,2
15.5.2014,53,1
15.5.2014,56,1
15.5.2014,43,1
15.5.2014,48,2
15.5.2014,46,1
15.5.2014,41,1
15.5.2014,42,1
15.5.2014,44,2
15.5.2014,55,1
15.5.2014,49,1
15.5.2014,59,1
15.5.2014,57,2
15.5.2014,46,1
15.5.2014,39,1
15.5.2014,40,1
15.5.2014,76,1
15.5.2014,57,1
15.5.2014,38,1
15.5.2014,77,1
15.5.2014,44,1
15.6.2014,81,1
15.6.2014,38,1
15.6.2014,35,1
15.6.2014,44,1
15.6.2014,39,1
15.6.2014,37,2
15.6.2014,38,1
15.6.2014,34,2
15.6.2014,35,2
15.6.2014,81,10
15.6.2014,85,15
15.6.2014,90,4
15.6.2014,79,5
15.6.2014,80,3
15.6.2014,84,5
15.6.2014,67,3
15.6.2014,66,6
15.6.2014,79,1
15.6.2014,89,1
15.6.2014,69,3
15.6.2014,78,1
15.6.2014,77,2
15.6.2014,88,1
15.6.2014,101,1
15.6.2014,77,10
15.6.2014,67,10
15.6.2014,60,10
15.6.2014,55,10
15.6.2014,69,10
15.6.2014,79,10
15.6.2014,73,15
15.6.2014,75,15
15.6.2014,79,15
15.6.2014,70,10
15.6.2014,68,10
15.6.2014,67,10
15.6.2014,74,10
15.6.2014,77,1
15.6.2014,71,2
15.6.2014,69,3
15.6.2014,71,4
15.6.2014,79,5
15.6.2014,67,1
15.6.2014,66,2
15.6.2014,71,7
15.6.2014,79,5
15.6.2014,76,1
15.6.2014,72,2
15.6.2014,80,3
15.6.2014,79,4
15.6.2014,68,5
15.6.2014,19,3
15.6.2014,32,5
15.6.2014,26,4
15.6.2014,28,6
15.6.2014,21,3
15.6.2014,27,8
15.6.2014,29,3
15.6.2014,30,2
15.7.2014,74,10
15.7.2014,79,10
15.7.2014,69,10
15.7.2014,73,10
15.7.2014,68,10
15.7.2014,65,10
15.7.2014,63,10
15.7.2014,69,3
15.7.2014,74,1
15.7.2014,43,7
15.7.2014,46,1
15.7.2014,47,1
15.7.2014,32,8
15.7.2014,94,10
15.7.2014,95,10
15.7.2014,96,10
15.7.2014,101,15
15.7.2014,84,15
15.7.2014,110,10
15.7.2014,79,10
15.7.2014,86,10
15.7.2014,67,7
15.7.2014,85,10
15.7.2014,97,5
15.7.2014,110,5
15.7.2014,111,3
15.7.2014,59,4
15.7.2014,67,6
15.7.2014,60,3
15.7.2014,62,7
15.7.2014,64,11
15.7.2014,65,7
15.7.2014,59,12
15.7.2014,60,8
15.7.2014,62,13
15.7.2014,63,14
15.7.2014,64,11
15.7.2014,66,9
15.7.2014,68,17
15.7.2014,69,14
15.7.2014,71,8
15.7.2014,35,5
15.7.2014,29,7
15.7.2014,30,4
15.7.2014,31,10
15.7.2014,26,2
15.7.2014,34,4
15.7.2014,33,9
15.7.2014,17,1
15.7.2014,28,4
15.8.2014,80,1
15.8.2014,77,5
15.8.2014,73,2
15.8.2014,76,1
15.8.2014,83,1
15.8.2014,85,2
15.8.2014,79,1
15.8.2014,76,3
15.8.2014,80,1
15.8.2014,77,4
15.8.2014,75,3
15.8.2014,80,1
15.8.2014,77,6
15.8.2014,73,2
15.8.2014,76,1
15.8.2014,83,2
15.8.2014,82,1
15.8.2014,75,5
15.8.2014,78,5
15.8.2014,70,5
15.8.2014,74,4
15.8.2014,82,2
15.8.2014,86,2
15.9.2014,79,1
15.9.2014,84,1
15.9.2014,87,1
15.9.2014,86,2
15.9.2014,84,2
15.9.2014,74,1
15.9.2014,80,1
15.9.2014,82,3
15.9.2014,79,1
15.9.2014,81,1
15.9.2014,88,1
15.9.2014,83,1
15.9.2014,76,3
15.9.2014,72,2
15.9.2014,63,2
15.9.2014,64,2
15.9.2014,70,1
15.9.2014,76,5
15.9.2014,66,2
15.9.2014,81,1
15.9.2014,72,2
15.9.2014,77,3
15.9.2014,77,3
15.9.2014,62,1
15.9.2014,72,2
15.9.2014,75,1
15.10.2014,90,1
15.10.2014,84,1
15.10.2014,78,1
15.10.2014,96,1
15.10.2014,101,1
15.10.2014,115,1
15.10.2014,82,1
15.10.2014,83,1
15.10.2014,87,1
15.10.2014,98,1
15.10.2014,90,10
15.10.2014,92,8
15.10.2014,93,13
15.10.2014,95,8
15.10.2014,97,9
15.10.2014,100,15
15.10.2014,102,13
15.10.2014,93,9
15.10.2014,97,6
15.10.2014,98,7
15.10.2014,100,7
15.10.2014,105,8
15.10.2014,45,7
15.10.2014,47,8
15.10.2014,48,6
15.10.2014,50,7
15.10.2014,51,10
15.11.2014,75,1
15.11.2014,80,2
15.11.2014,84,2
15.11.2014,86,1
15.11.2014,77,2
15.11.2014,78,1
15.11.2014,83,1
15.11.2014,79,1
15.11.2014,76,1
15.11.2014,74,1
15.11.2014,70,1
15.11.2014,78,1
15.11.2014,61,1
15.11.2014,43,1
15.11.2014,55,1
15.11.2014,54,1
15.11.2014,53,1
15.11.2014,37,1
15.11.2014,32,1
15.11.2014,76,1
15.11.2014,71,1
15.11.2014,45,1
15.11.2014,60,1
15.11.2014,49,1
15.11.2014,48,1
15.11.2014,69,1
15.11.2014,50,1
15.11.2014,46,1
15.11.2014,48,1
15.11.2014,63,1
15.12.2014,75,1
15.12.2014,69,1
15.12.2014,66,1
15.12.2014,58,1
15.12.2014,55,1
15.12.2014,56,7
15.12.2014,79,8
15.12.2014,46,13
15.12.2014,42,19
15.12.2014,43,9
15.12.2014,38,2
15.12.2014,44,10
15.12.2014,50,2
15.12.2014,37,2
15.12.2014,39,3
15.12.2014,45,2
15.12.2014,41,3
15.12.2014,47,2
15.12.2014,48,22
15.12.2014,52,1
15.12.2014,49,1
15.12.2014,40,4
15.12.2014,48,2
15.12.2014,51,3
15.12.2014,60,1
15.12.2014,90,1
15.12.2014,83,1
15.12.2014,82,1
15.12.2014,77,1
15.12.2014,84,1
15.12.2014,85,1
15.12.2014,73,1
15.12.2014,44,3
15.12.2014,46,2
15.12.2014,53,2
15.12.2014,51,1
15.12.2014,33,1
15.12.2014,36,1
15.12.2014,41,3
15.12.2014,45,2
15.12.2014,48,1
15.12.2014,54,1
15.12.2014,35,1
15.12.2014,39,1
15.12.2014,43,1
15.12.2014,38,1
15.12.2014,49,1
15.12.2014,34,1
15.1.2013,81,1
15.1.2013,86,1
15.1.2012,79,1
15.1.2012,41,1
15.1.2012,81,2
15.1.2012,89,1
15.1.2012,81,1
15.1.2012,86,1
15.1.2012,81,2
15.1.2012,84,1
15.1.2012,79,1
15.1.2012,79,3
15.1.2012,81,2
15.1.2012,71,1
15.1.2012,84,1
15.1.2012,76,3
15.1.2012,74,1
15.1.2012,74,1
15.1.2012,79,1
15.1.2012,81,2
15.1.2012,84,1
15.1.2012,47,1
15.1.2012,65,2
15.1.2012,79,2
15.1.2012,84,1
15.1.2012,79,1
15.1.2012,84,1
15.1.2012,79,1
15.1.2012,58,1
15.1.2012,79,2
15.1.2012,76,1
15.1.2012,81,1
15.1.2012,84,1
15.1.2012,59,1
15.1.2012,81,1
15.1.2012,84,1
15.2.2012,71,2
15.2.2012,76,3
15.2.2012,48,1
15.2.2012,81,4
15.2.2012,69,1
15.2.2012,61,1
15.2.2012,84,4
15.2.2012,86,1
15.2.2012,79,1
15.2.2012,61,2
15.2.2012,81,2
15.2.2012,66,4
15.2.2012,63,2
15.2.2012,58,3
15.2.2012,69,2
15.2.2012,71,2
15.2.2012,76,2
15.2.2012,79,1
15.2.2012,43,1
15.2.2012,35,1
15.2.2012,28,1
15.2.2012,54,1
15.2.2012,79,2
15.2.2012,76,1
15.2.2012,71,1
15.2.2012,81,2
15.2.2012,74,1
15.2.2012,63,1
15.2.2012,81,1
15.2.2012,89,1
15.2.2012,84,2
15.2.2012,71,1
15.2.2012,81,1
15.2.2012,48,1
15.2.2012,71,1
15.2.2012,79,1
15.2.2012,74,4
15.2.2012,84,2
15.2.2012,102,1
15.2.2012,66,1
15.2.2012,76,1
15.2.2012,81,2
15.2.2012,66,1
15.2.2012,36,2
15.2.2012,81,1
15.2.2012,33,1
15.2.2012,76,1
15.2.2012,79,3
15.2.2012,56,1
15.3.2012,36,1
15.3.2012,86,1
15.3.2012,82,1
15.3.2012,81,3
15.3.2012,84,3
15.3.2012,79,1
15.3.2012,76,2
15.3.2012,82,3
15.3.2012,79,1
15.3.2012,82,1
15.3.2012,56,1
15.3.2012,49,1
15.3.2012,43,2
15.3.2012,31,1
15.3.2012,33,2
15.3.2012,38,12
15.3.2012,36,8
15.3.2012,41,15
15.3.2012,79,4
15.3.2012,81,3
15.3.2012,43,2
15.3.2012,41,3
15.3.2012,61,3
15.3.2012,66,2
15.3.2012,48,1
15.3.2012,54,3
15.3.2012,77,1
15.3.2012,84,1
15.3.2012,86,1
15.3.2012,81,2
15.3.2012,76,1
15.3.2012,56,3
15.3.2012,58,3
15.3.2012,64,2
15.3.2012,69,3
15.3.2012,79,2
15.3.2012,74,2
15.3.2012,82,3
15.3.2012,71,2
15.3.2012,66,1
15.3.2012,36,1
15.3.2012,53,1
15.3.2012,52,3
15.3.2012,62,3
15.3.2012,70,1
15.3.2012,65,3
15.3.2012,54,3
15.3.2012,58,1
15.3.2012,57,3
15.3.2012,47,1
15.3.2012,41,1
15.3.2012,43,1
15.3.2012,54,2
15.3.2012,79,1
15.3.2012,61,2
15.3.2012,81,1
15.3.2012,51,1
15.3.2012,64,1
15.3.2012,71,1
15.3.2012,59,1
15.1.2011,27,3
15.1.2011,31,1
15.1.2011,29,3
15.1.2011,26,1
15.1.2011,30,1
15.3.2011,87,1
15.6.2011,34,1
15.6.2011,26,1
15.6.2011,32,1
15.6.2011,30,1
15.6.2011,21,1
15.6.2011,19,1
15.6.2011,33,3
15.6.2011,29,1
15.6.2011,32,1
15.6.2011,24,1
15.6.2011,25,1
15.6.2011,25,1
15.6.2011,30,1
15.6.2011,20,1
15.6.2011,32,5
15.6.2011,29,2
15.6.2011,31,2
15.6.2011,30,3
15.6.2011,33,4
15.6.2011,29,1
15.6.2011,28,1
15.6.2011,27,1
15.6.2011,19,1
15.6.2011,17,1
15.6.2011,18,1
15.6.2011,15,1
15.6.2011,12,1
15.6.2011,27,1
15.6.2011,31,3
15.6.2011,30.5,1
15.6.2011,32.5,2
15.6.2011,33,3
15.6.2011,31.5,1
15.6.2011,30,1
15.6.2011,33,1
15.6.2011,29,1
15.6.2011,26,1
15.6.2011,24,1
15.7.2011,28,1
15.7.2011,29,1
15.7.2011,27,1
15.7.2011,28,5
15.7.2011,30,3
15.7.2011,31,1
15.7.2011,34,1
15.7.2011,98,1
15.7.2011,93,1
15.7.2011,88,1
15.7.2011,29,1
15.7.2011,28,1
15.7.2011,26,1
15.4.2010,32,3
15.6.2010,18,2
15.10.2010,28,1
15.10.2010,30,3
15.10.2010,32,1
15.10.2010,22,3
15.10.2010,29,1
15.10.2010,27,2
15.10.2010,21,1
15.10.2010,20,1
15.10.2010,19,1
15.10.2010,25,3
15.10.2010,26,1
15.10.2010,23,1
15.9.2009,68,1
15.9.2009,69,2
15.9.2009,90,2
15.9.2009,82,2
15.9.2009,88,3
15.9.2009,83,3
15.9.2009,86,3
15.9.2009,81,1
15.9.2009,67,1
15.9.2009,96,1
15.9.2009,87,3
15.9.2009,92,1
15.9.2009,89,1
15.9.2009,85,1
15.9.2009,88,1
15.9.2009,82,1
15.9.2009,77,1
15.9.2009,79,1
15.9.2009,73,1
15.10.2009,68,1
15.10.2009,62,1
15.10.2009,67,1
15.10.2009,69,1
15.10.2009,47,1
15.10.2009,40,1
15.11.2009,23,1
15.11.2009,22,3
15.11.2009,18,3
15.11.2009,24,2
15.11.2009,35,1
15.11.2009,19,3
15.11.2009,25,1
15.11.2009,17,4
15.11.2009,13,2
15.11.2009,16,4
15.11.2009,14,3
15.11.2009,15,1
15.11.2009,11,1
15.11.2009,12,1
15.11.2009,28,1
15.11.2009,29,1
15.11.2009,26,1
15.11.2009,28,1
15.11.2009,30,2
15.11.2009,27,1
15.11.2009,22,1
15.11.2009,20,1
15.11.2009,24,1
15.11.2009,20,1
15.11.2009,18,1
15.11.2009,19,1
15.11.2009,17,1
15.11.2009,25,2
15.11.2009,20,1
15.11.2009,29,1
15.11.2009,28,3
15.11.2009,30,1
15.11.2009,32,1
15.11.2009,28,1
15.11.2009,24,2
15.2.2005,86,4
15.2.2005,95,1
15.2.2005,91,3
15.2.2005,79,1
15.2.2005,80,1
15.2.2005,82,2
15.2.2005,72,1
15.2.2005,83,3
15.2.2005,84,5
15.2.2005,81,1
15.2.2005,92,2
15.2.2005,88,5
15.2.2005,90,1
15.2.2005,87,3
15.2.2005,78,1
15.2.2005,89,2
15.2.2005,76,1
15.2.2005,85,2
15.2.2005,85,1
15.2.2005,88,2
15.2.2005,83,1
15.2.2005,84,4
15.2.2005,93,1
15.2.2005,77,1
15.2.2005,86,1
15.2.2005,76,1
15.2.2005,89,2
15.2.2005,92,2
15.2.2005,91,1
15.2.2005,81,1
15.2.2005,90,1
15.2.2005,76,1
15.2.2005,79,1
15.2.2005,80,1
15.2.2005,77,1
15.2.2005,89,1
15.2.2005,81,1
15.2.2005,88,1
15.2.2005,83,1
15.2.2005,81,1
15.2.2005,80,1
15.2.2005,84,1
15.2.2005,83,1
15.2.2005,87,1
15.2.2005,78,1
15.2.2005,77,1
15.2.2005,80,1
15.2.2005,80,1
15.2.2005,77,1
15.2.2005,86,1
15.2.2005,89,2
15.2.2005,87,2
15.2.2005,86,1
15.2.2005,92,1
15.2.2005,73,1
15.2.2005,86,1
15.2.2005,91,1
15.2.2005,88,1
15.2.2005,82,1
15.2.2005,22,1
15.2.2005,25,1
15.3.2005,89,2
15.3.2005,88,2
15.3.2005,86,1
15.3.2005,70,2
15.3.2005,73,1
15.3.2005,81,2
15.3.2005,83,1
15.3.2005,90,1
15.3.2005,84,1
15.3.2005,91,2
15.3.2005,85,1
15.3.2005,85,1
15.3.2005,74,1
15.3.2005,88,1
15.3.2005,60,1
15.3.2005,73,1
15.3.2005,89,1
15.3.2005,84,1
15.3.2005,88,1
15.3.2005,86,1
15.3.2005,87,1
15.3.2005,88,1
15.3.2005,33,4
15.3.2005,38,2
15.3.2005,35,1
15.3.2005,58,1
15.3.2005,43,2
15.3.2005,49,1
15.3.2005,34,1
15.3.2005,53,1
15.3.2005,40,2
15.3.2005,34,1
15.3.2005,37,1
15.3.2005,39,4
15.3.2005,32,2
15.3.2005,31,2
15.3.2005,42,1
15.3.2005,84,1
15.3.2005,85,1
15.6.2005,63,3
15.6.2005,41,1
15.6.2005,45,1
15.6.2005,64,2
15.6.2005,69,1
15.6.2005,62,1
15.6.2005,48,2
15.6.2005,56,3
15.6.2005,59,1
15.6.2005,52,1
15.6.2005,55,1
15.6.2005,77,1
15.6.2005,76,2
15.6.2005,74,1
15.6.2005,86,1
15.6.2005,81,1
15.6.2005,73,1
15.6.2005,70,1
15.6.2005,91,1
15.6.2005,87,1
15.6.2005,85,1
15.6.2005,92,1
15.6.2005,66,1
15.6.2005,83,2
15.6.2005,91,1
15.6.2005,86,2
15.6.2005,87,2
15.6.2005,75,1
15.6.2005,69,1
15.6.2005,70,1
15.6.2005,81,4
15.6.2005,82,1
15.6.2005,90,1
15.6.2005,98,1
15.6.2005,78,2
15.6.2005,70,1
15.6.2005,76,1
15.6.2005,72,1
15.6.2005,73,1
15.6.2005,55,1
15.6.2005,64,1
15.6.2005,84,2
15.6.2005,90,4
15.6.2005,81,3
15.6.2005,75,1
15.6.2005,85,3
15.6.2005,87,3
15.6.2005,88,2
15.6.2005,83,3
15.6.2005,86,1
15.6.2005,79,2
15.6.2005,92,1
15.6.2005,35,1
15.6.2005,92,1
15.6.2005,54,1
15.6.2005,64,1
15.6.2005,61,1
15.6.2005,55,1
15.6.2005,58,1
15.6.2005,65,1
15.6.2005,90,1
15.6.2005,66,1
15.6.2005,59,1
15.6.2005,49,1
15.7.2005,40,2
15.7.2005,42,1
15.7.2005,80,1
15.7.2005,57,1
15.7.2005,54,1
15.7.2005,43,1
15.7.2005,31,1
15.7.2005,28,1
