company,vessel,captain,observers,dep_date,arr_date,das,trip,drag,drag_all,location,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,depth,id_status,com_status,order,family,class,groups,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,entered_by
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,genyatremus_luteus,GEU,annafolk,0.78,13.1,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,torpediniformes,narcinidae,elasmobranchii,discarded_bycatch,flat_fish,narcine_brasiliensis,TNA,brazilian_electric_stingray,0.15,2.51,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,3.4,56.81,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.43,7.15,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,2.57,42.94,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,3,21,Zone 8,21/06/2019,day,5:00:00 am,9:00:00 am,4:00,9,yes,no,carcharhiniformes ,triakidae,elasmobranchii,discarded_bycatch,flat_fish,mustelus_higmani,CTJ,smalleye_smoothhound,0.5,3.82,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,nebris_microps,NBM,butterfish,0.82,13.7,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole,0.14,2.31,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,bagre_bagre,BEB,catfish,0.93,15.57,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,0.5,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,lonchurus_elegans,RLE,chinese_butterfish,0.56,9.42,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,3,3,06 40 - 57 30,16/02/2019,day,9:45:00 am,1:45:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,9.5,26.43,t_browne
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,4,4,06 38 - 57 29,17/02/2019,day,7:30:00 am,11:30:00 am,4:00,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,5,19.67,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,5,5,06 38 - 57 29,17/02/2019,night,4:00:00 pm,8:00:00 pm,4:00,9,yes,no,lophiiformes ,ogcocephalidae,actinopterygii ,discarded_bycatch,other,ogcocephalus_darwini,NA,batfish ,0.01,0.03,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,arius_proops,AXP,cuirass,5.87,98.03,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,6.33,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,myliobatiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_guttata,RDU,longnose_stingray,0.46,0.46,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,5,5,06 38 - 57 29,17/02/2019,night,4:00:00 pm,8:00:00 pm,4:00,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,4.5,9.53,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,1,1,06 38 - 57 30,15/02/2019,day,8:00:00 am,12:00:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,2,5.06,t_browne
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,6,6,06 40 - 57 30,21/02/2019,night,5:45:00 pm,9:45:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,9,63.34,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.8,13.37,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,clupeiformes,clupeidae ,actinopterygii,discarded_bycatch,bony_fish,harengula_jaguana,HCG,scaled_herring,0.15,2.51,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,ephippidae,actinopterygii,discarded_bycatch,bony_fish,chaetodipterus_faber,HRF,sea_donkey,0.68,11.33,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,2,2,06 38 - 57 30,15/02/2019,night,8:20:00 pm,12:20:00 am,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,1.3,5.63,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,0.43,7.22,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,1.5,25.06,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,4,10,Zone 2,25/03/2019,day,8:32:00 am,12:30:00 pm,3:58,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,1.89,32.51,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,larimus_breviceps,LRJ,silver_snapper,0.53,8.86,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,5,11,Zone 4,25/03/2019,night,7:35:00 pm,11:35:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,6.9,86.31,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,6,12,Zone 4,26/03/2019,night,6:15:00 pm,10:12:00 pm,3:57,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,4.5,29.27,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,torpediniformes,narcinidae,elasmobranchii,discarded_bycatch,flat_fish,narcine_brasiliensis,TNA,brazilian_electric_stingray,0.07,0.32,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.16,0.79,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.14,0.68,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,2.38,11.4,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole,0.03,0.16,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,bagre_bagre,BEB,catfish,1.79,8.56,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,0.45,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,lonchurus_elegans,RLE,chinese_butterfish,1.56,7.45,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,1,7,Zone 4,23/03/2019,day,7:35:00 am,11:30:00 am,3:55,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,2.3,27.32,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,6.14,102.59,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,3,3,06 40 - 57 30,16/02/2019,day,9:45:00 am,1:45:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.4,1.11,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,arius_proops,AXP,cuirass,0.6,2.89,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,6.33,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,myliobatiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_guttata,RDU,longnose_stingray,0.66,0.66,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,1.64,7.85,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.17,0.8,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,perciformes,ephippidae,actinopterygii,discarded_bycatch,bony_fish,chaetodipterus_faber,HRF,sea_donkey,0.18,0.84,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,40,191.53,t_browne
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,4,4,06 38 - 57 29,17/02/2019,day,7:30:00 am,11:30:00 am,4:00,9,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,1.21,4.76,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,0.12,0.59,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,12.22,116.08,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,12.26,292.1,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,5,5,06 38 - 57 29,17/02/2019,night,4:00:00 pm,8:00:00 pm,4:00,9,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,1.2,2.54,c_danjou
nhs,world_friend_508,c_henry,t_browne_c_danjou,14/02/2019,24/02/2019,11,1,6,6,06 40 - 57 30,21/02/2019,night,5:45:00 pm,9:45:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,1.03,7.25,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,perciformes,haemulidae,actinopterygii,discarded_bycatch,bony_fish,genyatremus_luteus,GEU,annafolk,1.1,10.48,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.61,5.79,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.89,8.47,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,5,11,Zone 4,25/03/2019,night,7:35:00 pm,11:35:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.48,6,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,0.74,0.74,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,3,15,Zone 7,27/04/2019,day,3:25:00 am,7:00:00 am,3:35,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,11.5,177.03,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,3.39,32.23,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,nebris_microps,NBM,butterfish,0.84,7.96,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,pleuronectiformes,achiridae,actinopterygii,discarded_bycatch,flat_fish,achirus_achirus,HIK,drab_sole,0.08,0.8,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,siluriformes,ariidae,actinopterygii,discarded_bycatch,bony_fish,bagre_bagre,BEB,catfish,5.65,53.69,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,shell_fish,multiple_species_prawns,not_applicable,prawns,0,2,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,1,7,Zone 4,23/03/2019,day,7:35:00 am,11:30:00 am,3:55,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.05,0.59,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,4,16,Zone 8,27/04/2019,night,5:15:00 pm,9:15:00 pm,4:00,10,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,16.4,116.91,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,5,17,Zone 8,28/04/2019,day,7:25:00 am,12:15:00 pm,4:50,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,12.26,114.65,t_browne
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,2,8,Zone 4,24/03/2019,day,9:15:00 am,1:15:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.64,10.69,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,not_applicable,not_applicable,not_applicable,retained _bycatch,bony_fish,multiple_species_finfish,not_applicable,finfish,0,21.02,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,myliobatiformes,dasyatidae,elasmobranchii,discarded_bycatch,flat_fish,dasyatis_guttata,RDU,longnose_stingray,0.47,0.47,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,1,19,Zone 8,20/06/2019,day,5:30:00 am,9:30:00 am,4:00,11,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,5.92,28.71,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,clupeiformes,engraulidae ,actinopterygii,discarded_bycatch,bony_fish,anchoa_mitchilli,ANB,negli,0.05,0.51,c_danjou
psi,maria_gu,martin ,t_browne_c_danjou,22/03/2019,27/03/2019,6,2,3,9,Zone 4,24/03/2019,night,6:15:00 pm,10:15:00 pm,4:00,10,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.4,1.92,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.23,2.18,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,batrachoidiformes,batrachoididae,actinopterygii,discarded_bycatch,bony_fish,batrachoides_surinamensis,TFB,pacu,0.1,0.95,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,decapoda,portunidae,malacostraca,discarded_bycatch,shell_fish,callinectes_ornatus,KLO,sheriga_crab,0.14,1.33,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,cynoscion_virescens,YNV,seatrout,9.32,88.51,c_danjou
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,2,20,Zone 8,20/06/2019,night,8:30:00 pm,11:59:00 pm,3:29,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,0.56,1.6,t_browne
psi,typhoon,d_pang,t_browne_c_danjou,19/06/2019,25/06/2019,7,4,3,21,Zone 8,21/06/2019,day,5:00:00 am,9:00:00 am,4:00,9,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,stellifer_microps,EFM,croaker_lm,6.82,52.15,t_browne
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,1,13,Zone 7,25/04/2019,day,1:10:00 am,6:00:00 am,4:50,12,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,0.45,4.31,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.84,20.07,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,paralonchurus_brasiliensis,RLB,banded_croaker,0.84,20.07,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,anguilliformes,ophichthidae,actinopterygii,discarded_bycatch,other,ophichthus_gomesii,OOG,shrimp_eel,2.35,55.91,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,no,myliobatiformes,gymnuridae,elasmobranchii ,discarded_bycatch,flat_fish,gymnura_micrura,RGI,butterfly_stingray,3.6,3.6,c_danjou
psi,falcon_94,r_macalmon,t_browne_c_danjou,25/04/2019,02/05/2019,8,3,2,14,Zone 8,26/04/2019,night,6:05:00 pm,10:00:00 pm,3:55,12,yes,yes,perciformes,sciaenidae,actinopterygii,discarded_bycatch,bony_fish,macrodon_ancylodon,WKK,bangamary,2.18,51.96,c_danjou
